TIMESLICE,YEAR,VALUE
1,2023,0.000019 
2,2023,0.000019 
3,2023,0.000019 
4,2023,0.000019 
5,2023,0.000019 
6,2023,0.000019 
7,2023,0.000019 
8,2023,0.000019 
9,2023,0.000019 
10,2023,0.000019 
11,2023,0.000019 
12,2023,0.000019 
13,2023,0.000019 
14,2023,0.000019 
15,2023,0.000019 
16,2023,0.000019 
17,2023,0.000019 
18,2023,0.000019 
19,2023,0.000019 
20,2023,0.000019 
21,2023,0.000019 
22,2023,0.000019 
23,2023,0.000019 
24,2023,0.000019 
25,2023,0.000019 
26,2023,0.000019 
27,2023,0.000019 
28,2023,0.000019 
29,2023,0.000019 
30,2023,0.000019 
31,2023,0.000019 
32,2023,0.000019 
33,2023,0.000019 
34,2023,0.000019 
35,2023,0.000019 
36,2023,0.000019 
37,2023,0.000019 
38,2023,0.000019 
39,2023,0.000019 
40,2023,0.000019 
41,2023,0.000019 
42,2023,0.000019 
43,2023,0.000019 
44,2023,0.000019 
45,2023,0.000019 
46,2023,0.000019 
47,2023,0.000019 
48,2023,0.000019 
49,2023,0.000019 
50,2023,0.000019 
51,2023,0.000019 
52,2023,0.000019 
53,2023,0.000019 
54,2023,0.000019 
55,2023,0.000019 
56,2023,0.000019 
57,2023,0.000019 
58,2023,0.000019 
59,2023,0.000019 
60,2023,0.000019 
61,2023,0.000019 
62,2023,0.000019 
63,2023,0.000019 
64,2023,0.000019 
65,2023,0.000019 
66,2023,0.000019 
67,2023,0.000019 
68,2023,0.000019 
69,2023,0.000019 
70,2023,0.000019 
71,2023,0.000019 
72,2023,0.000019 
73,2023,0.000019 
74,2023,0.000019 
75,2023,0.000019 
76,2023,0.000019 
77,2023,0.000019 
78,2023,0.000019 
79,2023,0.000019 
80,2023,0.000019 
81,2023,0.000019 
82,2023,0.000019 
83,2023,0.000019 
84,2023,0.000019 
85,2023,0.000019 
86,2023,0.000019 
87,2023,0.000019 
88,2023,0.000019 
89,2023,0.000019 
90,2023,0.000019 
91,2023,0.000019 
92,2023,0.000019 
93,2023,0.000019 
94,2023,0.000019 
95,2023,0.000019 
96,2023,0.000019 
97,2023,0.000019 
98,2023,0.000019 
99,2023,0.000019 
100,2023,0.000019 
101,2023,0.000019 
102,2023,0.000019 
103,2023,0.000019 
104,2023,0.000019 
105,2023,0.000019 
106,2023,0.000019 
107,2023,0.000019 
108,2023,0.000019 
109,2023,0.000019 
110,2023,0.000019 
111,2023,0.000019 
112,2023,0.000019 
113,2023,0.000019 
114,2023,0.000019 
115,2023,0.000019 
116,2023,0.000019 
117,2023,0.000019 
118,2023,0.000019 
119,2023,0.000019 
120,2023,0.000019 
121,2023,0.000019 
122,2023,0.000019 
123,2023,0.000019 
124,2023,0.000019 
125,2023,0.000019 
126,2023,0.000019 
127,2023,0.000019 
128,2023,0.000019 
129,2023,0.000019 
130,2023,0.000019 
131,2023,0.000019 
132,2023,0.000019 
133,2023,0.000019 
134,2023,0.000019 
135,2023,0.000019 
136,2023,0.000019 
137,2023,0.000019 
138,2023,0.000019 
139,2023,0.000019 
140,2023,0.000019 
141,2023,0.000019 
142,2023,0.000019 
143,2023,0.000019 
144,2023,0.000019 
145,2023,0.000019 
146,2023,0.000019 
147,2023,0.000019 
148,2023,0.000019 
149,2023,0.000019 
150,2023,0.000019 
151,2023,0.000019 
152,2023,0.000019 
153,2023,0.000019 
154,2023,0.000019 
155,2023,0.000019 
156,2023,0.000019 
157,2023,0.000019 
158,2023,0.000019 
159,2023,0.000019 
160,2023,0.000019 
161,2023,0.000019 
162,2023,0.000019 
163,2023,0.000019 
164,2023,0.000019 
165,2023,0.000019 
166,2023,0.000019 
167,2023,0.000019 
168,2023,0.000019 
169,2023,0.000019 
170,2023,0.000019 
171,2023,0.000019 
172,2023,0.000019 
173,2023,0.000019 
174,2023,0.000019 
175,2023,0.000019 
176,2023,0.000019 
177,2023,0.000019 
178,2023,0.000019 
179,2023,0.000019 
180,2023,0.000019 
181,2023,0.000019 
182,2023,0.000019 
183,2023,0.000019 
184,2023,0.000019 
185,2023,0.000019 
186,2023,0.000019 
187,2023,0.000019 
188,2023,0.000019 
189,2023,0.000019 
190,2023,0.000019 
191,2023,0.000019 
192,2023,0.000019 
193,2023,0.000019 
194,2023,0.000019 
195,2023,0.000019 
196,2023,0.000019 
197,2023,0.000019 
198,2023,0.000019 
199,2023,0.000019 
200,2023,0.000019 
201,2023,0.000019 
202,2023,0.000019 
203,2023,0.000019 
204,2023,0.000019 
205,2023,0.000019 
206,2023,0.000019 
207,2023,0.000019 
208,2023,0.000019 
209,2023,0.000019 
210,2023,0.000019 
211,2023,0.000019 
212,2023,0.000019 
213,2023,0.000019 
214,2023,0.000019 
215,2023,0.000019 
216,2023,0.000019 
217,2023,0.000019 
218,2023,0.000019 
219,2023,0.000019 
220,2023,0.000019 
221,2023,0.000019 
222,2023,0.000019 
223,2023,0.000019 
224,2023,0.000019 
225,2023,0.000019 
226,2023,0.000019 
227,2023,0.000019 
228,2023,0.000019 
229,2023,0.000019 
230,2023,0.000019 
231,2023,0.000019 
232,2023,0.000019 
233,2023,0.000019 
234,2023,0.000019 
235,2023,0.000019 
236,2023,0.000019 
237,2023,0.000019 
238,2023,0.000019 
239,2023,0.000019 
240,2023,0.000019 
241,2023,0.000019 
242,2023,0.000019 
243,2023,0.000019 
244,2023,0.000019 
245,2023,0.000019 
246,2023,0.000019 
247,2023,0.000019 
248,2023,0.000019 
249,2023,0.000019 
250,2023,0.000019 
251,2023,0.000019 
252,2023,0.000019 
253,2023,0.000019 
254,2023,0.000019 
255,2023,0.000019 
256,2023,0.000019 
257,2023,0.000019 
258,2023,0.000019 
259,2023,0.000019 
260,2023,0.000019 
261,2023,0.000019 
262,2023,0.000019 
263,2023,0.000019 
264,2023,0.000019 
265,2023,0.000019 
266,2023,0.000019 
267,2023,0.000019 
268,2023,0.000019 
269,2023,0.000019 
270,2023,0.000019 
271,2023,0.000019 
272,2023,0.000019 
273,2023,0.000019 
274,2023,0.000019 
275,2023,0.000019 
276,2023,0.000019 
277,2023,0.000019 
278,2023,0.000019 
279,2023,0.000019 
280,2023,0.000019 
281,2023,0.000019 
282,2023,0.000019 
283,2023,0.000019 
284,2023,0.000019 
285,2023,0.000019 
286,2023,0.000019 
287,2023,0.000019 
288,2023,0.000019 
289,2023,0.000019 
290,2023,0.000019 
291,2023,0.000019 
292,2023,0.000019 
293,2023,0.000019 
294,2023,0.000019 
295,2023,0.000019 
296,2023,0.000019 
297,2023,0.000019 
298,2023,0.000019 
299,2023,0.000019 
300,2023,0.000019 
301,2023,0.000019 
302,2023,0.000019 
303,2023,0.000019 
304,2023,0.000019 
305,2023,0.000019 
306,2023,0.000019 
307,2023,0.000019 
308,2023,0.000019 
309,2023,0.000019 
310,2023,0.000019 
311,2023,0.000019 
312,2023,0.000019 
313,2023,0.000019 
314,2023,0.000019 
315,2023,0.000019 
316,2023,0.000019 
317,2023,0.000019 
318,2023,0.000019 
319,2023,0.000019 
320,2023,0.000019 
321,2023,0.000019 
322,2023,0.000019 
323,2023,0.000019 
324,2023,0.000019 
325,2023,0.000019 
326,2023,0.000019 
327,2023,0.000019 
328,2023,0.000019 
329,2023,0.000019 
330,2023,0.000019 
331,2023,0.000019 
332,2023,0.000019 
333,2023,0.000019 
334,2023,0.000019 
335,2023,0.000019 
336,2023,0.000019 
337,2023,0.000019 
338,2023,0.000019 
339,2023,0.000019 
340,2023,0.000019 
341,2023,0.000019 
342,2023,0.000019 
343,2023,0.000019 
344,2023,0.000019 
345,2023,0.000019 
346,2023,0.000019 
347,2023,0.000019 
348,2023,0.000019 
349,2023,0.000019 
350,2023,0.000019 
351,2023,0.000019 
352,2023,0.000019 
353,2023,0.000019 
354,2023,0.000019 
355,2023,0.000019 
356,2023,0.000019 
357,2023,0.000019 
358,2023,0.000019 
359,2023,0.000019 
360,2023,0.000019 
361,2023,0.000019 
362,2023,0.000019 
363,2023,0.000019 
364,2023,0.000019 
365,2023,0.000019 
366,2023,0.000019 
367,2023,0.000019 
368,2023,0.000019 
369,2023,0.000019 
370,2023,0.000019 
371,2023,0.000019 
372,2023,0.000019 
373,2023,0.000019 
374,2023,0.000019 
375,2023,0.000019 
376,2023,0.000019 
377,2023,0.000019 
378,2023,0.000019 
379,2023,0.000019 
380,2023,0.000019 
381,2023,0.000019 
382,2023,0.000019 
383,2023,0.000019 
384,2023,0.000019 
385,2023,0.000019 
386,2023,0.000019 
387,2023,0.000019 
388,2023,0.000019 
389,2023,0.000019 
390,2023,0.000019 
391,2023,0.000019 
392,2023,0.000019 
393,2023,0.000019 
394,2023,0.000019 
395,2023,0.000019 
396,2023,0.000019 
397,2023,0.000019 
398,2023,0.000019 
399,2023,0.000019 
400,2023,0.000019 
401,2023,0.000019 
402,2023,0.000019 
403,2023,0.000019 
404,2023,0.000019 
405,2023,0.000019 
406,2023,0.000019 
407,2023,0.000019 
408,2023,0.000019 
409,2023,0.000019 
410,2023,0.000019 
411,2023,0.000019 
412,2023,0.000019 
413,2023,0.000019 
414,2023,0.000019 
415,2023,0.000019 
416,2023,0.000019 
417,2023,0.000019 
418,2023,0.000019 
419,2023,0.000019 
420,2023,0.000019 
421,2023,0.000019 
422,2023,0.000019 
423,2023,0.000019 
424,2023,0.000019 
425,2023,0.000019 
426,2023,0.000019 
427,2023,0.000019 
428,2023,0.000019 
429,2023,0.000019 
430,2023,0.000019 
431,2023,0.000019 
432,2023,0.000019 
433,2023,0.000019 
434,2023,0.000019 
435,2023,0.000019 
436,2023,0.000019 
437,2023,0.000019 
438,2023,0.000019 
439,2023,0.000019 
440,2023,0.000019 
441,2023,0.000019 
442,2023,0.000019 
443,2023,0.000019 
444,2023,0.000019 
445,2023,0.000019 
446,2023,0.000019 
447,2023,0.000019 
448,2023,0.000019 
449,2023,0.000019 
450,2023,0.000019 
451,2023,0.000019 
452,2023,0.000019 
453,2023,0.000019 
454,2023,0.000019 
455,2023,0.000019 
456,2023,0.000019 
457,2023,0.000019 
458,2023,0.000019 
459,2023,0.000019 
460,2023,0.000019 
461,2023,0.000019 
462,2023,0.000019 
463,2023,0.000019 
464,2023,0.000019 
465,2023,0.000019 
466,2023,0.000019 
467,2023,0.000019 
468,2023,0.000019 
469,2023,0.000019 
470,2023,0.000019 
471,2023,0.000019 
472,2023,0.000019 
473,2023,0.000019 
474,2023,0.000019 
475,2023,0.000019 
476,2023,0.000019 
477,2023,0.000019 
478,2023,0.000019 
479,2023,0.000019 
480,2023,0.000019 
481,2023,0.000019 
482,2023,0.000019 
483,2023,0.000019 
484,2023,0.000019 
485,2023,0.000019 
486,2023,0.000019 
487,2023,0.000019 
488,2023,0.000019 
489,2023,0.000019 
490,2023,0.000019 
491,2023,0.000019 
492,2023,0.000019 
493,2023,0.000019 
494,2023,0.000019 
495,2023,0.000019 
496,2023,0.000019 
497,2023,0.000019 
498,2023,0.000019 
499,2023,0.000019 
500,2023,0.000019 
501,2023,0.000019 
502,2023,0.000019 
503,2023,0.000019 
504,2023,0.000019 
505,2023,0.000019 
506,2023,0.000019 
507,2023,0.000019 
508,2023,0.000019 
509,2023,0.000019 
510,2023,0.000019 
511,2023,0.000019 
512,2023,0.000019 
513,2023,0.000019 
514,2023,0.000019 
515,2023,0.000019 
516,2023,0.000019 
517,2023,0.000019 
518,2023,0.000019 
519,2023,0.000019 
520,2023,0.000019 
521,2023,0.000019 
522,2023,0.000019 
523,2023,0.000019 
524,2023,0.000019 
525,2023,0.000019 
526,2023,0.000019 
527,2023,0.000019 
528,2023,0.000019 
529,2023,0.000019 
530,2023,0.000019 
531,2023,0.000019 
532,2023,0.000019 
533,2023,0.000019 
534,2023,0.000019 
535,2023,0.000019 
536,2023,0.000019 
537,2023,0.000019 
538,2023,0.000019 
539,2023,0.000019 
540,2023,0.000019 
541,2023,0.000019 
542,2023,0.000019 
543,2023,0.000019 
544,2023,0.000019 
545,2023,0.000019 
546,2023,0.000019 
547,2023,0.000019 
548,2023,0.000019 
549,2023,0.000019 
550,2023,0.000019 
551,2023,0.000019 
552,2023,0.000019 
553,2023,0.000019 
554,2023,0.000019 
555,2023,0.000019 
556,2023,0.000019 
557,2023,0.000019 
558,2023,0.000019 
559,2023,0.000019 
560,2023,0.000019 
561,2023,0.000019 
562,2023,0.000019 
563,2023,0.000019 
564,2023,0.000019 
565,2023,0.000019 
566,2023,0.000019 
567,2023,0.000019 
568,2023,0.000019 
569,2023,0.000019 
570,2023,0.000019 
571,2023,0.000019 
572,2023,0.000019 
573,2023,0.000019 
574,2023,0.000019 
575,2023,0.000019 
576,2023,0.000019 
577,2023,0.000019 
578,2023,0.000019 
579,2023,0.000019 
580,2023,0.000019 
581,2023,0.000019 
582,2023,0.000019 
583,2023,0.000019 
584,2023,0.000019 
585,2023,0.000019 
586,2023,0.000019 
587,2023,0.000019 
588,2023,0.000019 
589,2023,0.000019 
590,2023,0.000019 
591,2023,0.000019 
592,2023,0.000019 
593,2023,0.000019 
594,2023,0.000019 
595,2023,0.000019 
596,2023,0.000019 
597,2023,0.000019 
598,2023,0.000019 
599,2023,0.000019 
600,2023,0.000019 
601,2023,0.000019 
602,2023,0.000019 
603,2023,0.000019 
604,2023,0.000019 
605,2023,0.000019 
606,2023,0.000019 
607,2023,0.000019 
608,2023,0.000019 
609,2023,0.000019 
610,2023,0.000019 
611,2023,0.000019 
612,2023,0.000019 
613,2023,0.000019 
614,2023,0.000019 
615,2023,0.000019 
616,2023,0.000019 
617,2023,0.000019 
618,2023,0.000019 
619,2023,0.000019 
620,2023,0.000019 
621,2023,0.000019 
622,2023,0.000019 
623,2023,0.000019 
624,2023,0.000019 
625,2023,0.000019 
626,2023,0.000019 
627,2023,0.000019 
628,2023,0.000019 
629,2023,0.000019 
630,2023,0.000019 
631,2023,0.000019 
632,2023,0.000019 
633,2023,0.000019 
634,2023,0.000019 
635,2023,0.000019 
636,2023,0.000019 
637,2023,0.000019 
638,2023,0.000019 
639,2023,0.000019 
640,2023,0.000019 
641,2023,0.000019 
642,2023,0.000019 
643,2023,0.000019 
644,2023,0.000019 
645,2023,0.000019 
646,2023,0.000019 
647,2023,0.000019 
648,2023,0.000019 
649,2023,0.000019 
650,2023,0.000019 
651,2023,0.000019 
652,2023,0.000019 
653,2023,0.000019 
654,2023,0.000019 
655,2023,0.000019 
656,2023,0.000019 
657,2023,0.000019 
658,2023,0.000019 
659,2023,0.000019 
660,2023,0.000019 
661,2023,0.000019 
662,2023,0.000019 
663,2023,0.000019 
664,2023,0.000019 
665,2023,0.000019 
666,2023,0.000019 
667,2023,0.000019 
668,2023,0.000019 
669,2023,0.000019 
670,2023,0.000019 
671,2023,0.000019 
672,2023,0.000019 
673,2023,0.000019 
674,2023,0.000019 
675,2023,0.000019 
676,2023,0.000019 
677,2023,0.000019 
678,2023,0.000019 
679,2023,0.000019 
680,2023,0.000019 
681,2023,0.000019 
682,2023,0.000019 
683,2023,0.000019 
684,2023,0.000019 
685,2023,0.000019 
686,2023,0.000019 
687,2023,0.000019 
688,2023,0.000019 
689,2023,0.000019 
690,2023,0.000019 
691,2023,0.000019 
692,2023,0.000019 
693,2023,0.000019 
694,2023,0.000019 
695,2023,0.000019 
696,2023,0.000019 
697,2023,0.000019 
698,2023,0.000019 
699,2023,0.000019 
700,2023,0.000019 
701,2023,0.000019 
702,2023,0.000019 
703,2023,0.000019 
704,2023,0.000019 
705,2023,0.000019 
706,2023,0.000019 
707,2023,0.000019 
708,2023,0.000019 
709,2023,0.000019 
710,2023,0.000019 
711,2023,0.000019 
712,2023,0.000019 
713,2023,0.000019 
714,2023,0.000019 
715,2023,0.000019 
716,2023,0.000019 
717,2023,0.000019 
718,2023,0.000019 
719,2023,0.000019 
720,2023,0.000019 
721,2023,0.000019 
722,2023,0.000019 
723,2023,0.000019 
724,2023,0.000019 
725,2023,0.000019 
726,2023,0.000019 
727,2023,0.000019 
728,2023,0.000019 
729,2023,0.000019 
730,2023,0.000019 
731,2023,0.000019 
732,2023,0.000019 
733,2023,0.000019 
734,2023,0.000019 
735,2023,0.000019 
736,2023,0.000019 
737,2023,0.000019 
738,2023,0.000019 
739,2023,0.000019 
740,2023,0.000019 
741,2023,0.000019 
742,2023,0.000019 
743,2023,0.000019 
744,2023,0.000019 
745,2023,0.000019 
746,2023,0.000019 
747,2023,0.000019 
748,2023,0.000019 
749,2023,0.000019 
750,2023,0.000019 
751,2023,0.000019 
752,2023,0.000019 
753,2023,0.000019 
754,2023,0.000019 
755,2023,0.000019 
756,2023,0.000019 
757,2023,0.000019 
758,2023,0.000019 
759,2023,0.000019 
760,2023,0.000019 
761,2023,0.000019 
762,2023,0.000019 
763,2023,0.000019 
764,2023,0.000019 
765,2023,0.000019 
766,2023,0.000019 
767,2023,0.000019 
768,2023,0.000019 
769,2023,0.000019 
770,2023,0.000019 
771,2023,0.000019 
772,2023,0.000019 
773,2023,0.000019 
774,2023,0.000019 
775,2023,0.000019 
776,2023,0.000019 
777,2023,0.000019 
778,2023,0.000019 
779,2023,0.000019 
780,2023,0.000019 
781,2023,0.000019 
782,2023,0.000019 
783,2023,0.000019 
784,2023,0.000019 
785,2023,0.000019 
786,2023,0.000019 
787,2023,0.000019 
788,2023,0.000019 
789,2023,0.000019 
790,2023,0.000019 
791,2023,0.000019 
792,2023,0.000019 
793,2023,0.000019 
794,2023,0.000019 
795,2023,0.000019 
796,2023,0.000019 
797,2023,0.000019 
798,2023,0.000019 
799,2023,0.000019 
800,2023,0.000019 
801,2023,0.000019 
802,2023,0.000019 
803,2023,0.000019 
804,2023,0.000019 
805,2023,0.000019 
806,2023,0.000019 
807,2023,0.000019 
808,2023,0.000019 
809,2023,0.000019 
810,2023,0.000019 
811,2023,0.000019 
812,2023,0.000019 
813,2023,0.000019 
814,2023,0.000019 
815,2023,0.000019 
816,2023,0.000019 
817,2023,0.000019 
818,2023,0.000019 
819,2023,0.000019 
820,2023,0.000019 
821,2023,0.000019 
822,2023,0.000019 
823,2023,0.000019 
824,2023,0.000019 
825,2023,0.000019 
826,2023,0.000019 
827,2023,0.000019 
828,2023,0.000019 
829,2023,0.000019 
830,2023,0.000019 
831,2023,0.000019 
832,2023,0.000019 
833,2023,0.000019 
834,2023,0.000019 
835,2023,0.000019 
836,2023,0.000019 
837,2023,0.000019 
838,2023,0.000019 
839,2023,0.000019 
840,2023,0.000019 
841,2023,0.000019 
842,2023,0.000019 
843,2023,0.000019 
844,2023,0.000019 
845,2023,0.000019 
846,2023,0.000019 
847,2023,0.000019 
848,2023,0.000019 
849,2023,0.000019 
850,2023,0.000019 
851,2023,0.000019 
852,2023,0.000019 
853,2023,0.000019 
854,2023,0.000019 
855,2023,0.000019 
